ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
90,Rice,Aphids,Dry,Red Soil,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
91,Rice,Aphids,Dry,Red Soil,Transplant Recovery,High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
92,Rice,Aphids,Dry,Red Soil,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Recheck the crop 3 to 5 days after use.
93,Rice,Aphids,Dry,Red Soil,Pre-harvest,Low,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Combine with sanitation and scouting.
94,Rice,Aphids,Dry,Red Soil,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Seed treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
95,Rice,Aphids,Dry,Red Soil,Pre-harvest,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Remove heavily infested shoots. Do not mix without expert advice.
96,Rice,Aphids,Dry,Red Soil,Pre-harvest,Very High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Red soil may require nutrient balancing and moisture support. Start field scouting early. Combine with sanitation and scouting.
97,Rice,Aphids,Dry,Black Soil,Seedling,Low,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Combine with sanitation and scouting.
98,Rice,Aphids,Dry,Black Soil,Seedling,Medium,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Recheck the crop 3 to 5 days after use.
99,Rice,Aphids,Dry,Black Soil,Seedling,High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
100,Rice,Aphids,Dry,Black Soil,Seedling,Very High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Rotate modes of action where relevant.
101,Rice,Aphids,Dry,Black Soil,Vegetative,Low,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Rotate modes of action where relevant.
102,Rice,Aphids,Dry,Black Soil,Vegetative,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Do not mix without expert advice.
103,Rice,Aphids,Dry,Black Soil,Vegetative,High,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
104,Rice,Aphids,Dry,Black Soil,Vegetative,Very High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Use only after field diagnosis.
105,Rice,Aphids,Dry,Black Soil,Flowering,Low,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Follow label instructions and local agricultural guidance.
106,Rice,Aphids,Dry,Black Soil,Flowering,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Rotate modes of action where relevant.
107,Rice,Aphids,Dry,Black Soil,Flowering,High,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Do not mix without expert advice.
108,Rice,Aphids,Dry,Black Soil,Flowering,Very High,Neem Oil,Bio-pesticide,Trap-based monitoring,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
109,Rice,Aphids,Dry,Black Soil,Fruiting,Low,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Combine with sanitation and scouting.
110,Rice,Aphids,Dry,Black Soil,Fruiting,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Recheck the crop 3 to 5 days after use.
111,Rice,Aphids,Dry,Black Soil,Fruiting,High,Neem Oil,Bio-pesticide,Drip application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Do not mix without expert advice.
112,Rice,Aphids,Dry,Black Soil,Fruiting,Very High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Follow label instructions and local agricultural guidance.
113,Rice,Aphids,Dry,Black Soil,Transplant Recovery,Low,Neem Oil,Bio-pesticide,Broadcast with guidance,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Follow label instructions and local agricultural guidance.
114,Rice,Aphids,Dry,Black Soil,Transplant Recovery,Medium,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Rotate modes of action where relevant.
115,Rice,Aphids,Dry,Black Soil,Transplant Recovery,High,Neem Oil,Bio-pesticide,Soil application,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Rotate modes of action where relevant.
116,Rice,Aphids,Dry,Black Soil,Transplant Recovery,Very High,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Remove heavily infested shoots. Recheck the crop 3 to 5 days after use.
117,Rice,Aphids,Dry,Black Soil,Pre-harvest,Low,Neem Oil,Bio-pesticide,Nursery treatment,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Start field scouting early. Use only after field diagnosis.
118,Rice,Aphids,Dry,Black Soil,Pre-harvest,Medium,Neem Oil,Bio-pesticide,Foliar spray,Use when aphid colonies appear on tender shoots or leaf undersides. This is generally more relevant in dry conditions. Dry weather can favor mites and sucking pests. Black soil retains moisture and suits many field crops. Avoid excess nitrogen application. Combine with sanitation and scouting.
